GO-ID	Term	Category	FDR	P-Value	#Test	#Ref	#notAnnotTest	#notAnnotRef	Over/Under	TestSeqs	RefSeqs
GO:0016117	carotenoid biosynthetic process	P	1.302894E-4	6.82054E-8	5	5	163	13294	over	Mca24089, Mca06084, Mca28636, Mca16300, Mca18141	Mca09651, Mca02880, Mca02879, Mca20636, Mca06083	
GO:0016116	carotenoid metabolic process	P	1.302894E-4	6.82054E-8	5	5	163	13294	over	Mca24089, Mca06084, Mca28636, Mca16300, Mca18141	Mca09651, Mca02880, Mca02879, Mca20636, Mca06083	
GO:0016109	tetraterpenoid biosynthetic process	P	1.302894E-4	6.82054E-8	5	5	163	13294	over	Mca24089, Mca06084, Mca28636, Mca16300, Mca18141	Mca09651, Mca02880, Mca02879, Mca20636, Mca06083	
GO:0016108	tetraterpenoid metabolic process	P	1.302894E-4	6.82054E-8	5	5	163	13294	over	Mca24089, Mca06084, Mca28636, Mca16300, Mca18141	Mca09651, Mca02880, Mca02879, Mca20636, Mca06083	
GO:0006721	terpenoid metabolic process	P	4.303294E-4	3.379108E-7	5	8	163	13291	over	Mca24089, Mca06084, Mca28636, Mca16300, Mca18141	Mca09651, Mca16688, Mca02880, Mca02879, Mca26402, Mca06405, Mca20636, Mca06083	
GO:0016114	terpenoid biosynthetic process	P	4.303294E-4	3.379108E-7	5	8	163	13291	over	Mca24089, Mca06084, Mca28636, Mca16300, Mca18141	Mca09651, Mca16688, Mca02880, Mca02879, Mca26402, Mca06405, Mca20636, Mca06083	
GO:0051716	cellular response to stimulus	P	9.9231E-3	9.090656E-6	3	1474	165	11825	under	Mca27438, Mca14094, Mca13432	Mca13134, Mca13132, Mca05515, Mca13124, Mca13117, Mca05504, Mca13112, Mca13107, Mca13103, Mca01123, Mca01116, Mca24674, Mca12696, Mca12682, Mca24646, Mca24637, Mca24636, Mca24635, Mca12666, Mca12665, Mca24625, Mca12640, Mca12639, Mca20243, Mca12620, Mca12613, Mca00647, Mca00645, Mca12604, Mca12600, Mca09889, Mca17492, Mca09882, Mca09881, Mca25099, Mca17489, Mca17486, Mca09871, Mca09857, Mca17465, Mca17461, Mca17460, Mca17459, Mca17451, Mca13096, Mca17449, Mca09832, Mca13089, Mca05472, Mca13080, Mca17434, Mca09820, Mca13078, Mca05463, Mca05461, Mca13070, Mca09819, Mca25033, Mca09812, Mca13068, Mca17402, Mca13045, Mca25005, Mca13033, Mca13021, Mca01054, Mca05404, Mca16998, Mca13008, Mca01033, Mca16987, Mca16985, Mca16974, Mca24576, Mca16963, Mca24568, Mca16933, Mca12578, Mca04960, Mca16925, Mca24533, Mca04954, Mca16910, Mca04947, Mca04946, Mca04940, Mca16905, Mca04934, Mca04928, Mca20146, Mca00560, Mca12518, Mca04907, Mca20119, Mca20109, Mca00519, Mca09793, Mca09774, Mca17379, Mca17378, Mca17370, Mca17363, Mca09753, Mca17357, Mca17350, Mca05375, Mca05368, Mca05365, Mca05363, Mca17323, Mca09712, Mca17310, Mca05347, Mca17301, Mca05320, Mca05317, Mca05310, Mca05303, Mca24497, Mca24479, Mca24470, Mca04890, Mca04889, Mca12488, Mca20096, Mca24445, Mca04865, Mca04864, Mca24434, Mca16818, Mca16814, Mca16811, Mca04845, Mca04844, Mca12450, Mca00481, Mca00480, Mca16803, Mca04830, Mca00477, Mca00476, Mca04827, Mca00458, Mca00452, Mca00451, Mca00450, Mca00444, Mca12405, Mca20009, Mca00424, Mca23971, Mca00403, Mca09696, Mca09690, Mca09685, Mca09684, Mca11987, Mca17289, Mca17288, Mca17287, Mca11976, Mca11974, Mca11973, Mca09668, Mca11971, Mca11967, Mca11966, Mca11958, Mca09640, Mca05282, Mca11944, Mca11942, Mca11941, Mca09636, Mca09634, Mca09630, Mca09605, Mca11908, Mca11903, Mca11901, Mca05236, Mca05200, Mca24399, Mca16784, Mca24393, Mca16781, Mca24390, Mca16769, Mca16768, Mca04799, Mca04795, Mca24365, Mca24364, Mca16750, Mca04785, Mca16741, Mca24350, Mca12382, Mca12381, Mca16732, Mca16721, Mca12363, Mca16715, Mca12356, Mca16708, Mca12348, Mca12347, Mca00378, Mca12331, Mca12330, Mca12324, Mca00350, Mca12316, Mca04702, Mca00344, Mca00343, Mca12301, Mca00336, Mca09595, Mca23867, Mca17190, Mca09573, Mca09572, Mca09571, Mca11873, Mca11872, Mca11867, Mca11865, Mca05190, Mca23824, Mca11853, Mca05186, Mca05185, Mca05171, Mca17138, Mca09520, Mca09519, Mca11821, Mca17126, Mca09501, Mca05149, Mca05141, Mca05107, Mca05102, Mca05101, Mca05100, Mca28619, Mca12287, Mca16633, Mca24241, Mca12276, Mca04666, Mca04651, Mca16619, Mca16618, Mca12257, Mca00283, Mca04622, Mca04610, Mca00252, Mca00251, Mca04609, Mca00246, Mca00245, Mca00230, Mca00229, Mca00227, Mca00226, Mca00225, Mca23771, Mca00208, Mca09491, Mca11793, Mca09488, Mca09473, Mca11774, Mca17079, Mca09468, Mca17071, Mca09461, Mca23737, Mca09454, Mca11755, Mca23701, Mca09429, Mca17030, Mca11726, Mca09419, Mca09418, Mca17026, Mca17025, Mca11713, Mca09404, Mca09401, Mca11707, Mca11706, Mca17004, Mca17003, Mca05031, Mca05016, Mca05013, Mca05010, Mca08991, Mca28564, Mca08989, Mca08988, Mca16585, Mca16584, Mca08973, Mca28545, Mca24185, Mca08965, Mca16562, Mca12187, Mca08915, Mca08914, Mca16522, Mca04557, Mca16519, Mca16513, Mca00181, Mca16503, Mca12144, Mca00179, Mca00177, Mca00172, Mca12138, Mca12137, Mca12126, Mca00157, Mca12118, Mca12103, Mca00138, Mca00129, Mca00128, Mca23681, Mca23667, Mca23656, Mca09363, Mca11665, Mca09347, Mca23607, Mca11625, Mca11612, Mca28477, Mca16483, Mca08870, Mca28441, Mca16479, Mca28431, Mca24074, Mca08841, Mca12082, Mca16437, Mca24043, Mca08820, Mca04466, Mca12074, Mca04464, Mca16426, Mca08815, Mca24032, Mca08813, Mca24026, Mca16411, Mca04447, Mca04445, Mca12051, Mca00088, Mca12049, Mca04434, Mca24009, Mca27982, Mca00056, Mca00052, Mca12017, Mca04407, Mca04406, Mca12013, Mca00038, Mca00037, Mca00036, Mca00035, Mca00034, Mca00032, Mca15974, Mca23581, Mca00004, Mca09298, Mca11598, Mca11587, Mca09271, Mca09270, Mca15934, Mca23540, Mca11576, Mca11574, Mca15928, Mca15922, Mca11567, Mca09256, Mca09255, Mca15919, Mca15913, Mca23521, Mca09249, Mca09245, Mca09242, Mca15901, Mca23510, Mca11542, Mca09236, Mca09224, Mca09212, Mca03909, Mca09201, Mca28360, Mca16390, Mca28359, Mca28357, Mca16388, Mca08772, Mca16380, Mca08767, Mca28333, Mca16366, Mca08755, Mca28321, Mca08748, Mca16354, Mca08741, Mca16340, Mca08730, Mca08728, Mca04367, Mca16324, Mca08710, Mca04352, Mca08707, Mca04313, Mca27875, Mca15877, Mca09199, Mca09197, Mca11490, Mca09184, Mca09183, Mca27810, Mca11488, Mca11487, Mca27809, Mca09172, Mca23447, Mca15836, Mca23440, Mca03865, Mca09169, Mca09168, Mca11460, Mca09155, Mca15814, Mca03847, Mca09140, Mca15808, Mca09133, Mca11435, Mca11434, Mca03819, Mca11415, Mca28291, Mca28290, Mca22984, Mca08697, Mca10998, Mca16298, Mca16297, Mca08683, Mca10988, Mca10986, Mca10983, Mca10971, Mca08655, Mca08632, Mca08630, Mca04271, Mca28200, Mca08617, Mca16223, Mca10919, Mca10917, Mca08608, Mca16217, Mca16215, Mca10903, Mca10902, Mca10901, Mca04230, Mca27797, Mca04229, Mca27786, Mca27780, Mca27748, Mca15773, Mca27738, Mca03798, Mca15742, Mca09070, Mca15737, Mca15731, Mca09069, Mca09063, Mca09061, Mca09060, Mca11369, Mca11368, Mca11366, Mca11362, Mca11361, Mca03748, Mca03746, Mca03745, Mca11346, Mca11345, Mca03735, Mca09030, Mca11339, Mca11338, Mca03724, Mca11310, Mca09003, Mca08595, Mca22864, Mca08580, Mca22852, Mca28157, Mca16181, Mca16180, Mca22845, Mca16178, Mca10869, Mca10868, Mca08558, Mca28124, Mca10856, Mca28110, Mca16147, Mca16146, Mca16143, Mca08529, Mca08528, Mca04167, Mca10823, Mca10820, Mca08506, Mca08504, Mca08501, Mca10807, Mca16100, Mca27667, Mca27666, Mca15688, Mca23277, Mca03691, Mca27628, Mca27622, Mca15654, Mca11297, Mca11295, Mca11293, Mca03682, Mca27617, Mca23254, Mca23253, Mca23249, Mca23237, Mca11267, Mca11266, Mca03655, Mca03651, Mca23229, Mca15617, Mca23223, Mca03648, Mca03645, Mca03642, Mca23213, Mca11248, Mca03623, Mca11224, Mca03613, Mca03609, Mca03608, Mca11211, Mca22778, Mca08490, Mca10797, Mca08474, Mca22743, Mca28049, Mca10772, Mca22738, Mca22736, Mca10767, Mca10762, Mca08452, Mca08443, Mca16046, Mca16043, Mca04072, Mca22706, Mca22701, Mca10736, Mca16030, Mca10718, Mca08405, Mca08401, Mca04046, Mca10704, Mca16006, Mca04031, Mca04024, Mca19975, Mca07995, Mca27567, Mca27566, Mca07986, Mca27558, Mca27557, Mca15588, Mca23191, Mca27541, Mca27540, Mca15578, Mca15576, Mca07966, Mca07965, Mca07952, Mca23169, Mca07948, Mca07947, Mca19902, Mca07932, Mca11189, Mca11183, Mca11181, Mca27508, Mca03564, Mca07919, Mca15526, Mca23134, Mca07913, Mca15522, Mca03556, Mca03551, Mca07908, Mca15517, Mca15513, Mca15511, Mca07901, Mca07900, Mca11143, Mca11120, Mca11112, Mca11110, Mca11103, Mca08399, Mca08394, Mca08390, Mca22668, Mca22660, Mca10693, Mca08385, Mca08384, Mca08376, Mca08370, Mca22645, Mca08366, Mca08364, Mca10669, Mca10656, Mca22617, Mca22605, Mca22602, Mca10638, Mca10624, Mca08309, Mca10602, Mca27488, Mca19871, Mca07881, Mca07880, Mca07871, Mca07870, Mca27446, Mca19834, Mca15479, Mca15466, Mca03496, Mca03492, Mca07840, Mca03487, Mca03486, Mca11095, Mca03485, Mca11094, Mca27411, Mca07838, Mca15447, Mca07834, Mca23042, Mca15430, Mca11072, Mca11070, Mca07817, Mca15421, Mca03456, Mca11064, Mca03454, Mca07807, Mca11053, Mca03442, Mca11042, Mca23000, Mca03422, Mca26965, Mca26964, Mca14998, Mca14996, Mca22599, Mca22598, Mca14984, Mca14983, Mca14966, Mca14963, Mca02999, Mca02992, Mca08285, Mca10586, Mca10585, Mca02975, Mca10577, Mca08262, Mca08261, Mca08257, Mca08256, Mca08255, Mca08252, Mca22528, Mca22526, Mca22525, Mca02947, Mca08242, Mca14906, Mca10546, Mca02935, Mca10539, Mca02910, Mca10503, Mca10501, Mca07797, Mca19748, Mca19741, Mca15376, Mca15375, Mca27337, Mca19723, Mca15369, Mca15368, Mca07757, Mca07755, Mca03393, Mca03388, Mca03386, Mca07738, Mca07722, Mca07720, Mca07709, Mca26897, Mca03314, Mca03313, Mca26844, Mca22485, Mca14875, Mca14863, Mca10497, Mca08188, Mca08187, Mca08186, Mca14848, Mca14842, Mca08160, Mca10469, Mca10464, Mca02851, Mca08154, Mca08151, Mca08141, Mca14804, Mca14803, Mca02829, Mca02828, Mca10424, Mca08117, Mca10420, Mca08113, Mca08112, Mca10417, Mca10413, Mca10400, Mca21985, Mca27272, Mca07694, Mca19659, Mca15296, Mca07681, Mca19644, Mca15287, Mca19633, Mca07663, Mca03292, Mca03290, Mca07647, Mca15256, Mca07641, Mca15250, Mca07640, Mca03287, Mca15248, Mca15241, Mca03277, Mca21900, Mca07625, Mca07621, Mca15221, Mca03242, Mca03241, Mca03240, Mca15205, Mca03237, Mca03236, Mca26796, Mca03214, Mca22377, Mca08093, Mca08092, Mca26721, Mca14757, Mca14752, Mca10389, Mca02778, Mca14733, Mca02769, Mca08066, Mca14725, Mca10363, Mca08044, Mca08040, Mca14708, Mca10344, Mca08030, Mca22301, Mca10338, Mca10335, Mca10322, Mca02712, Mca08018, Mca08011, Mca10319, Mca10301, Mca07585, Mca19549, Mca15173, Mca21839, Mca15162, Mca15161, Mca03198, Mca03196, Mca03192, Mca27128, Mca03181, Mca07521, Mca15126, Mca15125, Mca07510, Mca07509, Mca07501, Mca03126, Mca26687, Mca26670, Mca26660, Mca14692, Mca14687, Mca14671, Mca22276, Mca14662, Mca14651, Mca26610, Mca14649, Mca10285, Mca10280, Mca26609, Mca14624, Mca10267, Mca10263, Mca14616, Mca22220, Mca02648, Mca02647, Mca22210, Mca10249, Mca10245, Mca02634, Mca02628, Mca10226, Mca10224, Mca02609, Mca10217, Mca02607, Mca10200, Mca19491, Mca27093, Mca27081, Mca21765, Mca27069, Mca15098, Mca07480, Mca15089, Mca07467, Mca27030, Mca15060, Mca03097, Mca03093, Mca07443, Mca07442, Mca27019, Mca03074, Mca03073, Mca21708, Mca03072, Mca15037, Mca15014, Mca15012, Mca03030, Mca03010, Mca03004, Mca06990, Mca06988, Mca06987, Mca14571, Mca14568, Mca14565, Mca14562, Mca06945, Mca14554, Mca14551, Mca10199, Mca14550, Mca10196, Mca10195, Mca14542, Mca14541, Mca02577, Mca02576, Mca02572, Mca26503, Mca22141, Mca14531, Mca02569, Mca10178, Mca06915, Mca14500, Mca10127, Mca10126, Mca19390, Mca19350, Mca07374, Mca07362, Mca19305, Mca07332, Mca07326, Mca07324, Mca07322, Mca18898, Mca18897, Mca18885, Mca18883, Mca18875, Mca18862, Mca06873, Mca14482, Mca06863, Mca14471, Mca06860, Mca22077, Mca02492, Mca18815, Mca06849, Mca14456, Mca02489, Mca18802, Mca14447, Mca10086, Mca26402, Mca14438, Mca14432, Mca14431, Mca14430, Mca10074, Mca02462, Mca14420, Mca10067, Mca10063, Mca02453, Mca10060, Mca10054, Mca10052, Mca10051, Mca14403, Mca14400, Mca02439, Mca25995, Mca25986, Mca10026, Mca10025, Mca10023, Mca25979, Mca10015, Mca10011, Mca25969, Mca10006, Mca10003, Mca13990, Mca19296, Mca13989, Mca13970, Mca25938, Mca21578, Mca21577, Mca13965, Mca01997, Mca07291, Mca07290, Mca13953, Mca13945, Mca07279, Mca13936, Mca01964, Mca13912, Mca01949, Mca01948, Mca01943, Mca01936, Mca01935, Mca01931, Mca07227, Mca01912, Mca07210, Mca07204, Mca18783, Mca18751, Mca26353, Mca06778, Mca14386, Mca14384, Mca06771, Mca06770, Mca06764, Mca14366, Mca14358, Mca14357, Mca14333, Mca06711, Mca06703, Mca25890, Mca02316, Mca25871, Mca13893, Mca19194, Mca01896, Mca01895, Mca07192, Mca01885, Mca07188, Mca07181, Mca25814, Mca13840, Mca01870, Mca13833, Mca19135, Mca07164, Mca07157, Mca07156, Mca07150, Mca21428, Mca19103, Mca01826, Mca01818, Mca07105, Mca07102, Mca07101, Mca18681, Mca18680, Mca26276, Mca06696, Mca14291, Mca06678, Mca18635, Mca14274, Mca06661, Mca26234, Mca26203, Mca02264, Mca14225, Mca06612, Mca02258, Mca02256, Mca02252, Mca06606, Mca06603, Mca14204, Mca02236, Mca02217, Mca02216, Mca02206, Mca25768, Mca25739, Mca21370, Mca25729, Mca13758, Mca13731, Mca07066, Mca01754, Mca07055, Mca13711, Mca19013, Mca07036, Mca07024, Mca07023, Mca18596, Mca20886, Mca26186, Mca26181, Mca26180, Mca06597, Mca06594, Mca14197, Mca06586, Mca06584, Mca06583, Mca18540, Mca06579, Mca14182, Mca06571, Mca06570, Mca18539, Mca26144, Mca18533, Mca14178, Mca26137, Mca18521, Mca06558, Mca14165, Mca14162, Mca02199, Mca02197, Mca02191, Mca06543, Mca02185, Mca02183, Mca02182, Mca18507, Mca18506, Mca14149, Mca14148, Mca06538, Mca02176, Mca26103, Mca06523, Mca06521, Mca06513, Mca06508, Mca06502, Mca02147, Mca02143, Mca02137, Mca25697, Mca02116, Mca02109, Mca13693, Mca13661, Mca01698, Mca01682, Mca13647, Mca13646, Mca13645, Mca25607, Mca13628, Mca21201, Mca01623, Mca01611, Mca01610, Mca18482, Mca18471, Mca26065, Mca14099, Mca20757, Mca26052, Mca26042, Mca14076, Mca18427, Mca14057, Mca02088, Mca02084, Mca26015, Mca02079, Mca06410, Mca14019, Mca14017, Mca14012, Mca06400, Mca02042, Mca17998, Mca14008, Mca14007, Mca17993, Mca02032, Mca02031, Mca17978, Mca05999, Mca05991, Mca13598, Mca17946, Mca05977, Mca21190, Mca17931, Mca05962, Mca13570, Mca17929, Mca25530, Mca13569, Mca21171, Mca17913, Mca17911, Mca21168, Mca13532, Mca01561, Mca01560, Mca05902, Mca01547, Mca13502, Mca21107, Mca01516, Mca01514, Mca18389, Mca18376, Mca18370, Mca18365, Mca06399, Mca06398, Mca06380, Mca18335, Mca06350, Mca18316, Mca06349, Mca06348, Mca18301, Mca06337, Mca06327, Mca17888, Mca17884, Mca17883, Mca17876, Mca17873, Mca17871, Mca05896, Mca05892, Mca17850, Mca05888, Mca17849, Mca17838, Mca05848, Mca05847, Mca05846, Mca13452, Mca13451, Mca05842, Mca01487, Mca17807, Mca05833, Mca01475, Mca05826, Mca05825, Mca21036, Mca05810, Mca01447, Mca01443, Mca21019, Mca13403, Mca01431, Mca01418, Mca20599, Mca20592, Mca18276, Mca12964, Mca18266, Mca06299, Mca00992, Mca06296, Mca00986, Mca24910, Mca12943, Mca18240, Mca00973, Mca06270, Mca12923, Mca18226, Mca06252, Mca00946, Mca06249, Mca06244, Mca12903, Mca20512, Mca12900, Mca00934, Mca06228, Mca00906, Mca00905, Mca17796, Mca17794, Mca17788, Mca25393, Mca17770, Mca17753, Mca05789, Mca05775, Mca17736, Mca17735, Mca13375, Mca17725, Mca13368, Mca13366, Mca05736, Mca05727, Mca05726, Mca13332, Mca01366, Mca01363, Mca13326, Mca13320, Mca01351, Mca13319, Mca13317, Mca05705, Mca05703, Mca13310, Mca24888, Mca01302, Mca18199, Mca18196, Mca12889, Mca12888, Mca20488, Mca12871, Mca12870, Mca18171, Mca24830, Mca20475, Mca12850, Mca12848, Mca12846, Mca00864, Mca00863, Mca18127, Mca12816, Mca12814, Mca00842, Mca06133, Mca06132, Mca06116, Mca06106, Mca06103, Mca05698, Mca05696, Mca17658, Mca13287, Mca25249, Mca05663, Mca05655, Mca05653, Mca05650, Mca01297, Mca13253, Mca01289, Mca17607, Mca13243, Mca13241, Mca01274, Mca13232, Mca13231, Mca13226, Mca13225, Mca01250, Mca13215, Mca13213, Mca05603, Mca05602, Mca01247, Mca01243, Mca01242, Mca13201, Mca01239, Mca01231, Mca01221, Mca01208, Mca01207, Mca01206, Mca18098, Mca18092, Mca24751, Mca12786, Mca12781, Mca12778, Mca12777, Mca12776, Mca18078, Mca18062, Mca06091, Mca06089, Mca12738, Mca12734, Mca06069, Mca00763, Mca06068, Mca06059, Mca00753, Mca06052, Mca12719, Mca12716, Mca00741, Mca00740, Mca00734, Mca00733, Mca06038, Mca06027, Mca06022, Mca06016, Mca06004, Mca09985, Mca09984, Mca17582, Mca17577, Mca09961, Mca17566, Mca17564, Mca17563, Mca17562, Mca25161, Mca05583, Mca09935, Mca13186, Mca05574, Mca05568, Mca13173, Mca05561, Mca05560, Mca25138, Mca17524, Mca13162, Mca13161, Mca01191, Mca09900, Mca01186, Mca17506, Mca13146	
